Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Salmonella phage S159, complete genome",PZ020098.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PZ020098.1
"Salmonella phage S158, complete genome",PZ020097.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
"Salmonella phage S158, complete genome",PZ020097.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
"Salmonella phage S158, complete genome",PZ020097.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
"Salmonella phage S158, complete genome",PZ020097.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PZ020097.1
"Salmonella phage S157, complete genome",PX944710.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
"Salmonella phage S157, complete genome",PX944710.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
"Salmonella phage S157, complete genome",PX944710.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
"Salmonella phage S157, complete genome",PX944710.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944710.1
"Salmonella phage S156, complete genome",PX944709.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
"Salmonella phage S156, complete genome",PX944709.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
"Salmonella phage S156, complete genome",PX944709.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
"Salmonella phage S156, complete genome",PX944709.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944709.1
"Salmonella phage S155, complete genome",PX944708.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
"Salmonella phage S155, complete genome",PX944708.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
"Salmonella phage S155, complete genome",PX944708.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
"Salmonella phage S155, complete genome",PX944708.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944708.1
"Salmonella phage S154, complete genome",PX944707.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
"Salmonella phage S154, complete genome",PX944707.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
"Salmonella phage S154, complete genome",PX944707.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
"Salmonella phage S154, complete genome",PX944707.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944707.1
"Salmonella phage S153, complete genome",PX944706.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
"Salmonella phage S153, complete genome",PX944706.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
"Salmonella phage S153, complete genome",PX944706.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
"Salmonella phage S153, complete genome",PX944706.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944706.1
"Salmonella phage S152, complete genome",PX944705.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
"Salmonella phage S152, complete genome",PX944705.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
"Salmonella phage S152, complete genome",PX944705.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
"Salmonella phage S152, complete genome",PX944705.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944705.1
"Salmonella phage S151, complete genome",PX944704.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
"Salmonella phage S151, complete genome",PX944704.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
"Salmonella phage S151, complete genome",PX944704.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
"Salmonella phage S151, complete genome",PX944704.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944704.1
"Salmonella phage S150, complete genome",PX944703.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
"Salmonella phage S150, complete genome",PX944703.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
"Salmonella phage S150, complete genome",PX944703.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
"Salmonella phage S150, complete genome",PX944703.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX944703.1
"Salmonella phage vB_SIn_BV005, complete genome",PX651403.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
"Salmonella phage vB_SIn_BV005, complete genome",PX651403.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
"Salmonella phage vB_SIn_BV005, complete genome",PX651403.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
"Salmonella phage vB_SIn_BV005, complete genome",PX651403.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX651403.1
"Salmonella phage vB_STy_BV004, complete genome",PX651402.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
"Salmonella phage vB_STy_BV004, complete genome",PX651402.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
"Salmonella phage vB_STy_BV004, complete genome",PX651402.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
"Salmonella phage vB_STy_BV004, complete genome",PX651402.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX651402.1
"Salmonella phage vB_SEn_PH477, complete genome",PX651401.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
"Salmonella phage vB_SEn_PH477, complete genome",PX651401.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
"Salmonella phage vB_SEn_PH477, complete genome",PX651401.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
"Salmonella phage vB_SEn_PH477, complete genome",PX651401.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX651401.1
"Salmonella phage vB_SEn_PH353, complete genome",PX651400.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
"Salmonella phage vB_SEn_PH353, complete genome",PX651400.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
"Salmonella phage vB_SEn_PH353, complete genome",PX651400.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
"Salmonella phage vB_SEn_PH353, complete genome",PX651400.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX651400.1
"Salmonella phage vB_SEn_Bv0003, complete genome",PX651399.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
"Salmonella phage vB_SEn_Bv0003, complete genome",PX651399.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
"Salmonella phage vB_SEn_Bv0003, complete genome",PX651399.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
"Salmonella phage vB_SEn_Bv0003, complete genome",PX651399.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX651399.1
"Salmonella phage P53F, complete genome",PX943558.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
"Salmonella phage P53F, complete genome",PX943558.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
"Salmonella phage P53F, complete genome",PX943558.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
"Salmonella phage P53F, complete genome",PX943558.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:PX943558.1
Salmonella phage Vi01 complete sequence,FQ312032.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
Salmonella phage Vi01 complete sequence,FQ312032.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
Salmonella phage Vi01 complete sequence,FQ312032.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
Salmonella phage Vi01 complete sequence,FQ312032.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:FQ312032.1
"Escherichia phage ityhuna, complete genome",NC_101820.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
"Escherichia phage ityhuna, complete genome",NC_101820.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
"Escherichia phage ityhuna, complete genome",NC_101820.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
"Escherichia phage ityhuna, complete genome",NC_101820.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:NC_101820.1
"Salmonella phage vB_SenS_UTK0007, complete genome",NC_130781.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
"Salmonella phage vB_SenS_UTK0007, complete genome",NC_130781.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
"Salmonella phage vB_SenS_UTK0007, complete genome",NC_130781.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
"Salmonella phage vB_SenS_UTK0007, complete genome",NC_130781.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:NC_130781.1
"Salmonella phage vB_SenS_UTK0006, complete genome",NC_111484.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
"Salmonella phage vB_SenS_UTK0006, complete genome",NC_111484.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
"Salmonella phage vB_SenS_UTK0006, complete genome",NC_111484.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
"Salmonella phage vB_SenS_UTK0006, complete genome",NC_111484.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:NC_111484.1
"Salmonella phage GSP032, complete genome",NC_112025.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
"Salmonella phage GSP032, complete genome",NC_112025.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
"Salmonella phage GSP032, complete genome",NC_112025.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
"Salmonella phage GSP032, complete genome",NC_112025.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Salmonella|NCBI:NC_112025.1
"Staphylococcus phage sv_nwjns1, complete genome",PZ125038.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
"Staphylococcus phage sv_nwjns1, complete genome",PZ125038.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
"Staphylococcus phage sv_nwjns1, complete genome",PZ125038.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
"Staphylococcus phage sv_nwjns1, complete genome",PZ125038.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ125038.1
"Staphylococcus phage 29740-R20-P4, complete genome",PV985310.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
"Staphylococcus phage 29740-R20-P4, complete genome",PV985310.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
"Staphylococcus phage 29740-R20-P4, complete genome",PV985310.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
"Staphylococcus phage 29740-R20-P4, complete genome",PV985310.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PV985310.1
"Staphylococcus phage LAC-R10-P2, complete genome",PX102495.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
"Staphylococcus phage LAC-R10-P2, complete genome",PX102495.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
"Staphylococcus phage LAC-R10-P2, complete genome",PX102495.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
"Staphylococcus phage LAC-R10-P2, complete genome",PX102495.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX102495.1
"Staphylococcus phage vB_SeqP_SEP, complete genome",PX021575.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
"Staphylococcus phage vB_SeqP_SEP, complete genome",PX021575.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
"Staphylococcus phage vB_SeqP_SEP, complete genome",PX021575.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
"Staphylococcus phage vB_SeqP_SEP, complete genome",PX021575.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021575.1
"Staphylococcus phage vB_SauP_RLup12, complete genome",PX021574.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
"Staphylococcus phage vB_SauP_RLup12, complete genome",PX021574.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
"Staphylococcus phage vB_SauP_RLup12, complete genome",PX021574.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
"Staphylococcus phage vB_SauP_RLup12, complete genome",PX021574.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021574.1
"Staphylococcus phage vB_SauP_RLup11, complete genome",PX021573.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
"Staphylococcus phage vB_SauP_RLup11, complete genome",PX021573.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
"Staphylococcus phage vB_SauP_RLup11, complete genome",PX021573.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
"Staphylococcus phage vB_SauP_RLup11, complete genome",PX021573.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX021573.1
"Staphylococcus phage SAP24, complete genome",PZ051232.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
"Staphylococcus phage SAP24, complete genome",PZ051232.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
"Staphylococcus phage SAP24, complete genome",PZ051232.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
"Staphylococcus phage SAP24, complete genome",PZ051232.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051232.1
"Staphylococcus phage SAP02, complete genome",PZ051231.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
"Staphylococcus phage SAP02, complete genome",PZ051231.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
"Staphylococcus phage SAP02, complete genome",PZ051231.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
"Staphylococcus phage SAP02, complete genome",PZ051231.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ051231.1
"Staphylococcus phage vB_Sau-RP15-TrD7, complete genome",PX943855.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
"Staphylococcus phage vB_Sau-RP15-TrD7, complete genome",PX943855.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
"Staphylococcus phage vB_Sau-RP15-TrD7, complete genome",PX943855.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
"Staphylococcus phage vB_Sau-RP15-TrD7, complete genome",PX943855.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX943855.1
"Staphylococcus phage vB_SauL_SHZU01, complete genome",PX974351.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
"Staphylococcus phage vB_SauL_SHZU01, complete genome",PX974351.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
"Staphylococcus phage vB_SauL_SHZU01, complete genome",PX974351.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
"Staphylococcus phage vB_SauL_SHZU01, complete genome",PX974351.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX974351.1
"Staphylococcus phage SA-Mt1, complete genome",PZ025973.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
"Staphylococcus phage SA-Mt1, complete genome",PZ025973.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
"Staphylococcus phage SA-Mt1, complete genome",PZ025973.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
"Staphylococcus phage SA-Mt1, complete genome",PZ025973.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PZ025973.1
"Staphylococcus phage KXI_01, complete genome",PX787798.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
"Staphylococcus phage KXI_01, complete genome",PX787798.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
"Staphylococcus phage KXI_01, complete genome",PX787798.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
"Staphylococcus phage KXI_01, complete genome",PX787798.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX787798.1
"Staphylococcus phage SAP15, complete genome",PX872122.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
"Staphylococcus phage SAP15, complete genome",PX872122.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
"Staphylococcus phage SAP15, complete genome",PX872122.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
"Staphylococcus phage SAP15, complete genome",PX872122.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX872122.1
"Cellulosimicrobium phage Gorgon, complete genome",PX866612.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
"Cellulosimicrobium phage Gorgon, complete genome",PX866612.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
"Cellulosimicrobium phage Gorgon, complete genome",PX866612.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
"Cellulosimicrobium phage Gorgon, complete genome",PX866612.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866612.1
"Cellulosimicrobium phage Cerberus, complete genome",PX866611.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
"Cellulosimicrobium phage Cerberus, complete genome",PX866611.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
"Cellulosimicrobium phage Cerberus, complete genome",PX866611.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
"Cellulosimicrobium phage Cerberus, complete genome",PX866611.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX866611.1
"Staphylococcus phage 1306KAYMAS-S15, complete genome",PX376716.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
"Staphylococcus phage 1306KAYMAS-S15, complete genome",PX376716.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
"Staphylococcus phage 1306KAYMAS-S15, complete genome",PX376716.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
"Staphylococcus phage 1306KAYMAS-S15, complete genome",PX376716.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX376716.1
"Staphylococcus phage SA1298, complete genome",PX278216.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
"Staphylococcus phage SA1298, complete genome",PX278216.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
"Staphylococcus phage SA1298, complete genome",PX278216.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
"Staphylococcus phage SA1298, complete genome",PX278216.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX278216.1
"Staphylococcus phage vB_SauM-MUHD-1, complete genome",PX848770.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
"Staphylococcus phage vB_SauM-MUHD-1, complete genome",PX848770.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
"Staphylococcus phage vB_SauM-MUHD-1, complete genome",PX848770.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
"Staphylococcus phage vB_SauM-MUHD-1, complete genome",PX848770.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX848770.1
"Staphylococcus phage pelagios, complete genome",PX842708.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
"Staphylococcus phage pelagios, complete genome",PX842708.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
"Staphylococcus phage pelagios, complete genome",PX842708.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
"Staphylococcus phage pelagios, complete genome",PX842708.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842708.1
"Staphylococcus phage PSARa, complete genome",PX842636.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
"Staphylococcus phage PSARa, complete genome",PX842636.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
"Staphylococcus phage PSARa, complete genome",PX842636.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
"Staphylococcus phage PSARa, complete genome",PX842636.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Staphylococcus|NCBI:PX842636.1
"Staphylococcus phage EFLK1_S, complete genome",PX667142.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
"Staphylococcus phage EFLK1_S, complete genome",PX667142.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
"Staphylococcus phage EFLK1_S, complete genome",PX667142.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Staphylococcus|NCBI:PX667142.1
